Ramal;Arrecadado;Grupo;Endereço;Numero
3806740;401,23;3;R.. Ouro Preto, 531, Jardim Lindoia, 91040-610;531
42323;203,91;1;Av.. Pernambuco, 345, Humaita, 90240-003;345
45160;5.162,71;1;Av.. Farrapos, 4701, Navegantes, 90220-007;4701
55387;435,59;1;R.. Dr Joao Inacio, 1338, Navegantes, 90230-181;1338
63320;16.994,98;1;R.. Cairu, 389, Navegantes, 90230-031;389
80047;1.574,49;1;Av.. Bahia, 361, Navegantes, 90240-550;361
80780;1.754,41;1;Av.. Brasil, 1244, Navegantes, 90230-060;1244
89150;2.471,50;1;Av.. Sao Pedro, 744, Sao Geraldo, 90230-123;744
96210;183,60;1;Av.. Parana, 2335, Sao Geraldo, 90240-602;2335
116084;48.896,57;1;R.. Voluntarios da Patria, 1041, Floresta, 90230-011;1041
129100;6.280,08;1;R.. Sao Salvador, 540, Santa m Goretti, 91030-240;540
129380;631,26;1;Av.. Gen Emilio Lucio Esteves, 542, Santa m Goretti, 91030-290;542
140619;33.088,44;2;Av.. das Industrias, 575, Anchieta, 90200-290;575
154091;378.791,49;2;Av.. Sertorio, 4012, Jar sao Pedro, 91040-620;4012
170364;765,55;2;Av.. Souza Melo, 125, Sarandi, 91120-600;125
207764;321,29;2;Av.. Assis Brasil, 7459, Sarandi, 91140-001;7459
284033;1.586,27;3;Av.. Joao de Saldanha, 52, Santa m Goretti, 91030-440;52
455490;21.264,41;4;Av.. dos Prazeres, 163, Vila Jardim, 91320-150;163
505927;10.776,00;4;Av.. Baltazar de Oliveira Garcia, 2569, Passo das Pedra, 91150-001;2569
536547;3.577,47;5;R.. Luiz Mandelli, 374, Sta Rosa Lima, 91160-383;374
540765;9.250,23;5;Av.. Donario Braga, 584, Sta Rosa Lima, 91160-360;584
619841;2.440,92;5;Av.. Martim Felix Berta, 2452, Mario Quintana, 91270-650;2452
630128;7.927,51;5;Av.. Protasio Alves, 7917, Morro Santana, 91310-003;7917
657409;600,92;6;R.. Senhor dos Passos, 85, Centro Historic, 90020-180;85
678538;498,02;6;R.. Duque de Caxias, 613, Centro Historic, 90010-282;613
679305;3.896,05;6;R.. Gen Joao Manoel, 627, Centro Historic, 90010-030;627
737488;125,51;6;Av.. Osvaldo Aranha, 418, Bom fim, 90035-190;418
848131;17.033,76;7;R.. Sargento Manoel Arruda, 325, Jardim Carvalho, 91430-220;325
882348;1.173,57;8;R.. Artur Rocha, 35, Auxiliadora, 90450-171;35
1028952;464,56;9;R.. Gen Lima e Silva, 1477, Azenha, 90050-103;1477
1066161;176,02;9;R.. Placido de Castro, 154, Azenha, 90650-070;154
1095242;2.050,53;10;R.. Barao do Amazonas, 2215, Partenon, 90660-001;2215
1107909;935,42;9;Av.. Dr Carlos Barbosa, 115, Azenha, 90880-001;115
1140221;789,14;10;Av.. Ipiranga, 8213, Partenon, 91530-001;8213
1229087;313,25;10;Av.. Santo Dias da Silva, 561, Lomba Pinheiro, 91550-500;561
1246704;940,95;10;Estr.. Joao de Oliveira Remiao, 4733, Lomba Pinheiro, 91560-000;4733
1330144;1.283,78;12;Av.. Prof Oscar Pereira, 3856, Gloria, 91710-000;3856
1332104;2.327,62;12;R.. Capitao Padilha, 352, Gloria, 91710-100;352
1353276;286.657,19;12;Av.. Dr Carlos Barbosa, 1525, Medianeira, 90880-001;1525
1507303;78.062,50;13;R.. Itaipava, 44, Cristal, 91910-730;44
1509136;9.653,55;13;R.. Dona Zulmira, 265, Cavalhada, 90830-240;265
1514121;810,30;13;Av.. da Cavalhada, 2427, Cavalhada, 91740-001;2427
1606603;437,96;14;R.. Bazilio Pellin Filho, 1750, Camaqua, 91920-641;1750
1654314;9.949,09;15;Av.. Prof Oscar Pereira, 8805, Belem Velho, 91712-320;8805
1693530;1.963,00;15;R.. Amabile Samarani Ferreira, 18, Campo Novo, 91750-065;18
1713590;1.715,94;14;Av.. Guaiba, 11918, Ipanema, 91760-740;11918
1746944;3.606,28;15;R.. Carlos Muttoni, 132, Belem Velho, 91787-240;132
1748319;338,58;15;Av.. Edgar Pires de Castro, 996, Hipica, 91788-000;996
1772740;1.626,33;15;R.. Charlie Chaplin, 651, Restinga, 91790-250;651
1993089;726,68;3;Av.. Benjamin Constant, 736, Sao Joao, 90550-001;736
2074397;11.152,47;7;Av.. Antonio Carvalho, 2052, Jardim Carvalho, 91430-000;2052
2094550;10.898,17;4;R.. Joel Tabajara, 53, Costa e Silva, 91150-040;53
2293110;2.321,80;1;Av.. A j Renner, 1311, Humaita, 90250-000;1311
2343533;10.767,69;15;Estr.. Barro Vermelho, 325, Restinga, 91790-100;325
2459396;851,88;15;Ac.. Q sq Tres Segunda uv vl n Restinga, 2008, Restinga, 91792-;2008
2521970;4.494,93;15;R.. Oscar Antunes de Oliveira, 261, Hipica, 91787-194;261
2541254;2.142,31;2;Av.. Assis Brasil, 7525, Sarandi, 91140-001;7525
2583356;422,48;13;Av.. Otto Niemeyer, 2061, Camaqua, 91910-180;2061
2694409;6.728,33;5;Av.. Adelino Ferreira Jardim, 280, Rubem Berta, 91250-310;280
2748282;20.509,33;13;R.. Dr Campos Velho, 671, Cristal, 90820-001;671
2767848;2.185,94;15;R.. Dr Antonio Mazzaferro Neto, 447, Hipica, 91787-196;447
2808803;1.763,78;5;Av.. Baltazar de Oliveira Garcia, 3608, Parque sta fe, 91180-000;3608
2822130;1.339,16;7;Av.. Protasio Alves, 7020, Jardim Sabara, 91310-001;7020
2837153;23.791,68;15;R.. Eugenio Rodrigues, 2250, Restinga, 91790-060;2250
2864614;10.063,00;5;Av.. Mae Apolinaria Matias Batista, 60, Morro Santana, 91450-510;60
2919460;431,15;1;Av.. Ceara, 987, Navegantes, 90240-511;987
2941538;1.253,65;15;Av.. Edgar Pires de Castro, 2163, Hipica, 91787-831;2163
2955580;948,68;14;R.. Dr Pereira Neto, 792, Tristeza, 91920-530;792
2957736;460,52;12;Estr.. dos Barcellos, 500, Cascata, 91712-300;500
2958830;7.141,06;7;R.. Bom Principio, 21, Jardim Carvalho, 91430-040;21
3056040;9.330,94;15;R.. Ten Arizoly Fagundes, 20, Restinga, 91790-520;20
3075230;1.104,79;15;R.. Imperador Hiroito, 935, Restinga, 91791-500;935
3303721;8.695,50;10;Estr.. Joao de Oliveira Remiao, 7067, Lomba Pinheiro, 91560-000;7067
3393275;1.498,88;13;Av.. Vicente Monteggia, 176, Nonoai, 91740-290;176
3711595;2.040,67;2;Av.. Eng Frederico Dahne, 485, Sarandi, 91130-040;485
118435;10.478,98;1;Av.. Alberto Bins, 786, Floresta, 90030-141;786
121711;1.266,14;1;R.. Pelotas, 349, Floresta, 90220-110;349
122785;2.149,93;1;R.. Souza Reis, 443, Sao Joao, 90240-650;443
292605;10.289,92;3;R.. da Graca, 386, Jardim Floresta, 91040-500;386
409880;4.244,94;4;Pca.. Alfred Sehbe, 135, Vila Ipiranga, 91360-340;135
699683;12.827,53;8;Av.. Cristovao Colombo, 1441, Moinhos Vento, 90560-004;1441
733547;174,31;6;Av.. Cel Lucas de Oliveira, 615, Mont Serrat, 90450-045;615
845205;42.000,01;7;Av.. Protasio Alves, 7005, Jardim Carvalho, 91310-003;7005
850500;2.571,59;7;R.. Eng Jose Angelo Bettega Cassol, 97, Jardim Carvalho, 91430-;97
956600;585,35;8;R.. Barao do Amazonas, 178, Petropolis, 90670-000;178
993751;1.123,23;8;Av.. Ipiranga, 3401, Partenon, 90610-001;3401
1037471;3.564,00;9;Av.. Bastian, 164, Menino Deus, 90130-020;164
1038907;1.099,89;9;Av.. Bastian, 457, Menino Deus, 90130-021;457
1063375;2.980,45;9;Av.. da Azenha, 1307, Azenha, 90160-003;1307
1240340;476,94;10;Estr.. Joao de Oliveira Remiao, 3060, Lomba Pinheiro, 91550-000;3060
1255541;813,25;10;R.. Walther Schneider, 152, Pitinga, 91790-402;152
1365231;861,66;12;R.. Nunes, 301, Teresopolis, 90870-390;301
1378961;2.626,67;12;R.. Prof Carvalho Freitas, 1369, Teresopolis, 91720-090;1369
1471538;1.372,18;13;Av.. Nonoai, 713, Nonoai, 91720-000;713
1586378;268,17;13;Pca.. Comendador Souza Gomes, 247, Tristeza, 91900-190;247
1600478;5.429,50;14;R.. Victor Silva, 116, Camaqua, 91910-170;116
1677942;3.646,71;14;R.. Atilio Supertti, 1300, 91750-200;1300
1743775;1.451,51;15;Av.. Juca Batista, 3660, Aberta dos Morr, 91755-000;3660
1758560;2.426,43;16;Av.. Juca Batista, 4931, Hipica, 91755-831;4931
1833936;1.250,66;16;Estr.. da Ponta Grossa, 1340, Belem Novo, 91780-580;1340
2087944;2.913,16;1;R.. Sao Salvador, 560, Santa m Goretti, 91030-240;560
2112183;868,28;4;R.. Dona Adda Mascarenhas de Moraes, 1168, Jardim itu, 91220-;1168
2161478;11.919,97;5;Av.. Martim Felix Berta, 2290, Mario Quintana, 91260-434;2290
2240289;5.530,42;3;Av.. Dr Nilo Pecanha, 2400, Boa Vista, 91330-001;2400
2266547;221,49;7;Av.. Protasio Alves, 4768, Chacara Pedras, 91310-000;4768
2389827;6.552,58;10;R.. Piratininga, 403, Lomba Pinheiro, 91560-520;403
2646188;420,31;16;R.. Dr Carlos Flores, 290, Belem Novo, 91780-080;290
2767562;30,02;6;Vdt.. Otavio Rocha, 31, Centro Historic, 90020-030;31
2916959;1.436,56;14;Av.. Wenceslau Escobar, 3113, Tristeza, 91920-455;3113
2972689;2.486,08;10;Av.. Bento Goncalves, 9505, Lomba Pinheiro, 91540-000;9505
2983508;3.256,29;5;R.. Gentil Amancio Clemente, 57, Mario Quintana, 91270-315;57
3084051;9.228,28;15;Av.. Ignes e Fagundes, 885, Restinga, 91790-010;885
3262120;573,40;8;Av.. Bento Goncalves, 1010, Partenon, 90650-000;1010
3473171;679,10;13;Av.. da Cavalhada, 2532, Cavalhada, 91740-000;2532
